name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code
,157628526,157628526_AB,,,10269,10270,Major arterial,1,0.01033,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939230,33.416538,0.0 -111.939383,33.416389,0.0</coordinates></LineString>","<LineString><coordinates>-111.939221,33.416529,0.0 -111.939374,33.416380,0.0</coordinates></LineString>",,,,
,157628526,157628526_BA,,,10270,10269,Major arterial,1,0.01033,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939366,33.416371,0.0 -111.939212,33.416520,0.0</coordinates></LineString>","<LineString><coordinates>-111.939374,33.416380,0.0 -111.939221,33.416529,0.0</coordinates></LineString>",,,,
,157628527,157628527_AB,,,10271,10234,Major arterial,1,0.00322,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938416,33.416873,0.0 -111.938442,33.416919,0.0</coordinates></LineString>","<LineString><coordinates>-111.938428,33.416867,0.0 -111.938453,33.416913,0.0</coordinates></LineString>",,,,
,157628527,157628527_BA,,,10234,10271,Major arterial,1,0.00322,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938464,33.416907,0.0 -111.938439,33.416861,0.0</coordinates></LineString>","<LineString><coordinates>-111.938453,33.416913,0.0 -111.938428,33.416867,0.0</coordinates></LineString>",,,,
,157628528,157628528_AB,,,10272,10273,Major arterial,1,0.00409,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937070,33.416250,0.0 -111.937378,33.416191,0.0</coordinates></LineString>","<LineString><coordinates>-111.937067,33.416238,0.0 -111.937375,33.416178,0.0</coordinates></LineString>",,,,
,157628528,157628528_BA,,,10273,10272,Major arterial,1,0.00409,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937373,33.416166,0.0 -111.937065,33.416225,0.0</coordinates></LineString>","<LineString><coordinates>-111.937375,33.416178,0.0 -111.937067,33.416238,0.0</coordinates></LineString>",,,,
,157628529,157628529_AB,,,10274,10275,Major arterial,1,0.01188,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938636,33.416225,0.0 -111.938882,33.416053,0.0</coordinates></LineString>","<LineString><coordinates>-111.938629,33.416214,0.0 -111.938875,33.416043,0.0</coordinates></LineString>",,,,
,157628529,157628529_BA,,,10275,10274,Major arterial,1,0.01188,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938868,33.416032,0.0 -111.938622,33.416204,0.0</coordinates></LineString>","<LineString><coordinates>-111.938875,33.416043,0.0 -111.938629,33.416214,0.0</coordinates></LineString>",,,,
,157628530,157628530_AB,,,10231,10276,Major arterial,1,0.00141,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937228,33.415910,0.0 -111.937295,33.415930,0.0</coordinates></LineString>","<LineString><coordinates>-111.937232,33.415898,0.0 -111.937299,33.415918,0.0</coordinates></LineString>",,,,
,157628530,157628530_BA,,,10276,10231,Major arterial,1,0.00141,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937302,33.415906,0.0 -111.937235,33.415885,0.0</coordinates></LineString>","<LineString><coordinates>-111.937299,33.415918,0.0 -111.937232,33.415898,0.0</coordinates></LineString>",,,,
,157628531,157628531_AB,,,10277,10278,Major arterial,1,0.01425,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938130,33.415755,0.0 -111.938274,33.415549,0.0</coordinates></LineString>","<LineString><coordinates>-111.938120,33.415748,0.0 -111.938263,33.415542,0.0</coordinates></LineString>",,,,
,157628531,157628531_BA,,,10278,10277,Major arterial,1,0.01425,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938253,33.415535,0.0 -111.938110,33.415741,0.0</coordinates></LineString>","<LineString><coordinates>-111.938263,33.415542,0.0 -111.938120,33.415748,0.0</coordinates></LineString>",,,,
,157628532,157628532_AB,,,10279,10280,Major arterial,1,0.18025,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939892,33.429744,0.0 -111.939894,33.429495,0.0 -111.939151,33.429550,0.0 -111.938945,33.429313,0.0 -111.938688,33.429041,0.0 -111.938825,33.428783,0.0 -111.938936,33.428547,0.0 -111.938887,33.428205,0.0 -111.938473,33.427687,0.0 -111.937391,33.427179,0.0 -111.937121,33.427139,0.0</coordinates></LineString>","<LineString><coordinates>-111.939884,33.429754,0.0 -111.939886,33.429504,0.0 -111.939142,33.429559,0.0 -111.938936,33.429323,0.0 -111.938679,33.429050,0.0 -111.938816,33.428793,0.0 -111.938928,33.428556,0.0 -111.938879,33.428214,0.0 -111.938464,33.427697,0.0 -111.937383,33.427188,0.0 -111.937112,33.427148,0.0</coordinates></LineString>",,,,
,157628532,157628532_BA,,,10280,10279,Major arterial,1,0.18025,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937103,33.427157,0.0 -111.937374,33.427197,0.0 -111.938456,33.427706,0.0 -111.938870,33.428223,0.0 -111.938919,33.428565,0.0 -111.938808,33.428802,0.0 -111.938670,33.429060,0.0 -111.938928,33.429332,0.0 -111.939134,33.429568,0.0 -111.939877,33.429514,0.0 -111.939875,33.429763,0.0</coordinates></LineString>","<LineString><coordinates>-111.937112,33.427148,0.0 -111.937383,33.427188,0.0 -111.938464,33.427697,0.0 -111.938879,33.428214,0.0 -111.938928,33.428556,0.0 -111.938816,33.428793,0.0 -111.938679,33.429050,0.0 -111.938936,33.429323,0.0 -111.939142,33.429559,0.0 -111.939886,33.429504,0.0 -111.939884,33.429754,0.0</coordinates></LineString>",,,,
,157628535,157628535_AB,,,10282,10283,Major arterial,1,0.00675,1,40,900,4,190,12,,,"<LineString><coordinates>-111.942803,33.423199,0.0 -111.942348,33.423284,0.0 -111.942252,33.423297,0.0</coordinates></LineString>","<LineString><coordinates>-111.942805,33.423212,0.0 -111.942350,33.423296,0.0 -111.942254,33.423309,0.0</coordinates></LineString>",,,,
,157628535,157628535_BA,,,10283,10282,Major arterial,1,0.00675,1,40,900,4,190,12,,,"<LineString><coordinates>-111.942256,33.423322,0.0 -111.942352,33.423309,0.0 -111.942808,33.423224,0.0</coordinates></LineString>","<LineString><coordinates>-111.942254,33.423309,0.0 -111.942350,33.423296,0.0 -111.942805,33.423212,0.0</coordinates></LineString>",,,,
,157628536,157628536_AB,,,10284,10285,Major arterial,1,0.01161,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937839,33.415109,0.0 -111.937727,33.415207,0.0 -111.937659,33.415277,0.0</coordinates></LineString>","<LineString><coordinates>-111.937848,33.415118,0.0 -111.937735,33.415216,0.0 -111.937667,33.415286,0.0</coordinates></LineString>",,,,
,157628536,157628536_BA,,,10285,10284,Major arterial,1,0.01161,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937676,33.415295,0.0 -111.937744,33.415226,0.0 -111.937856,33.415127,0.0</coordinates></LineString>","<LineString><coordinates>-111.937667,33.415286,0.0 -111.937735,33.415216,0.0 -111.937848,33.415118,0.0</coordinates></LineString>",,,,
,157628537,157628537_AB,,,10286,10219,Major arterial,1,0.01911,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937932,33.416833,0.0 -111.938080,33.417099,0.0 -111.938354,33.417109,0.0</coordinates></LineString>","<LineString><coordinates>-111.937939,33.416822,0.0 -111.938087,33.417089,0.0 -111.938361,33.417098,0.0</coordinates></LineString>",,,,
,157628537,157628537_BA,,,10219,10286,Major arterial,1,0.01911,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938368,33.417088,0.0 -111.938094,33.417078,0.0 -111.937946,33.416811,0.0</coordinates></LineString>","<LineString><coordinates>-111.938361,33.417098,0.0 -111.938087,33.417089,0.0 -111.937939,33.416822,0.0</coordinates></LineString>",,,,
,157628539,157628539_AB,,,10287,10288,Major arterial,1,0.05022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936771,33.417491,0.0 -111.936780,33.417410,0.0 -111.937456,33.416822,0.0 -111.937534,33.416765,0.0</coordinates></LineString>","<LineString><coordinates>-111.936763,33.417482,0.0 -111.936771,33.417401,0.0 -111.937448,33.416813,0.0 -111.937526,33.416756,0.0</coordinates></LineString>",,,,
,157628539,157628539_BA,,,10288,10287,Major arterial,1,0.05022,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937517,33.416747,0.0 -111.937439,33.416804,0.0 -111.936762,33.417392,0.0 -111.936754,33.417473,0.0</coordinates></LineString>","<LineString><coordinates>-111.937526,33.416756,0.0 -111.937448,33.416813,0.0 -111.936771,33.417401,0.0 -111.936763,33.417482,0.0</coordinates></LineString>",,,,
,157628540,157628540_AB,,,10289,10290,Major arterial,1,0.0494,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937420,33.416662,0.0 -111.937361,33.416720,0.0 -111.936739,33.417256,0.0 -111.936644,33.417376,0.0</coordinates></LineString>","<LineString><coordinates>-111.937429,33.416671,0.0 -111.937370,33.416729,0.0 -111.936748,33.417265,0.0 -111.936653,33.417385,0.0</coordinates></LineString>",,,,
,157628540,157628540_BA,,,10290,10289,Major arterial,1,0.0494,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936661,33.417394,0.0 -111.936756,33.417275,0.0 -111.937378,33.416738,0.0 -111.937438,33.416680,0.0</coordinates></LineString>","<LineString><coordinates>-111.936653,33.417385,0.0 -111.936748,33.417265,0.0 -111.937370,33.416729,0.0 -111.937429,33.416671,0.0</coordinates></LineString>",,,,
,157628541,157628541_AB,,,10291,10292,Major arterial,1,0.05838,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938066,33.416793,0.0 -111.938074,33.417090,0.0 -111.938124,33.417469,0.0 -111.938171,33.417637,0.0</coordinates></LineString>","<LineString><coordinates>-111.938078,33.416792,0.0 -111.938087,33.417089,0.0 -111.938136,33.417467,0.0 -111.938184,33.417636,0.0</coordinates></LineString>",,,,
,157628541,157628541_BA,,,10292,10291,Major arterial,1,0.05838,1,40,900,4,190,12,,,"<LineString><coordinates>-111.938196,33.417634,0.0 -111.938149,33.417466,0.0 -111.938099,33.417087,0.0 -111.938091,33.416790,0.0</coordinates></LineString>","<LineString><coordinates>-111.938184,33.417636,0.0 -111.938136,33.417467,0.0 -111.938087,33.417089,0.0 -111.938078,33.416792,0.0</coordinates></LineString>",,,,
,157628542,157628542_AB,,,10293,10230,Major arterial,1,0.00465,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937272,33.415932,0.0 -111.937158,33.415912,0.0 -111.937161,33.415899,0.0 -111.937230,33.415911,0.0 -111.937233,33.415899,0.0 -111.937146,33.415884,0.0 -111.937151,33.415865,0.0</coordinates></LineString>","<LineString><coordinates>-111.937266,33.415943,0.0 -111.937152,33.415923,0.0 -111.937155,33.415910,0.0 -111.937224,33.415922,0.0 -111.937226,33.415911,0.0 -111.937140,33.415895,0.0 -111.937145,33.415876,0.0</coordinates></LineString>",,,,
,157628542,157628542_BA,,,10230,10293,Major arterial,1,0.00465,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937138,33.415887,0.0 -111.937134,33.415907,0.0 -111.937220,33.415922,0.0 -111.937217,33.415933,0.0 -111.937149,33.415921,0.0 -111.937145,33.415935,0.0 -111.937260,33.415955,0.0</coordinates></LineString>","<LineString><coordinates>-111.937145,33.415876,0.0 -111.937140,33.415895,0.0 -111.937226,33.415911,0.0 -111.937224,33.415922,0.0 -111.937155,33.415910,0.0 -111.937152,33.415923,0.0 -111.937266,33.415943,0.0</coordinates></LineString>",,,,
,157628543,157628543_AB,,,10279,10183,Major arterial,1,0.05273,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939885,33.429741,0.0 -111.940638,33.430146,0.0 -111.941330,33.430880,0.0 -111.941059,33.431582,0.0 -111.940253,33.432006,0.0 -111.938836,33.432048,0.0 -111.936853,33.432112,0.0 -111.934209,33.431668,0.0 -111.932278,33.431102,0.0 -111.929480,33.430250,0.0 -111.926733,33.429792,0.0 -111.926286,33.428979,0.0</coordinates></LineString>","<LineString><coordinates>-111.939884,33.429754,0.0 -111.940637,33.430159,0.0 -111.941329,33.430893,0.0 -111.941058,33.431595,0.0 -111.940252,33.432018,0.0 -111.938835,33.432060,0.0 -111.936852,33.432125,0.0 -111.934208,33.431681,0.0 -111.932277,33.431115,0.0 -111.929479,33.430263,0.0 -111.926733,33.429804,0.0 -111.926286,33.428991,0.0</coordinates></LineString>",,,,
,157628543,157628543_BA,,,10183,10279,Major arterial,1,0.05273,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926285,33.429004,0.0 -111.926732,33.429817,0.0 -111.929478,33.430275,0.0 -111.932277,33.431128,0.0 -111.934208,33.431694,0.0 -111.936851,33.432138,0.0 -111.938834,33.432073,0.0 -111.940251,33.432031,0.0 -111.941057,33.431608,0.0 -111.941328,33.430906,0.0 -111.940636,33.430172,0.0 -111.939883,33.429766,0.0</coordinates></LineString>","<LineString><coordinates>-111.926286,33.428991,0.0 -111.926733,33.429804,0.0 -111.929479,33.430263,0.0 -111.932277,33.431115,0.0 -111.934208,33.431681,0.0 -111.936852,33.432125,0.0 -111.938835,33.432060,0.0 -111.940252,33.432018,0.0 -111.941058,33.431595,0.0 -111.941329,33.430893,0.0 -111.940637,33.430159,0.0 -111.939884,33.429754,0.0</coordinates></LineString>",,,,
South Mariana Street,168749452,168749452_AB,,,10294,10295,Major arterial,1,0.15193,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918698,33.418879,0.0 -111.918697,33.418407,0.0 -111.918689,33.418284,0.0 -111.918695,33.417714,0.0 -111.918712,33.417570,0.0 -111.918772,33.417413,0.0 -111.918798,33.417212,0.0 -111.918789,33.416683,0.0</coordinates></LineString>","<LineString><coordinates>-111.918685,33.418878,0.0 -111.918684,33.418406,0.0 -111.918676,33.418284,0.0 -111.918682,33.417713,0.0 -111.918700,33.417570,0.0 -111.918760,33.417412,0.0 -111.918785,33.417212,0.0 -111.918777,33.416682,0.0</coordinates></LineString>",,,,
South Mariana Street,168749452,168749452_BA,,,10295,10294,Major arterial,1,0.15193,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918764,33.416682,0.0 -111.918773,33.417211,0.0 -111.918747,33.417412,0.0 -111.918687,33.417569,0.0 -111.918670,33.417713,0.0 -111.918664,33.418283,0.0 -111.918671,33.418406,0.0 -111.918672,33.418878,0.0</coordinates></LineString>","<LineString><coordinates>-111.918777,33.416682,0.0 -111.918785,33.417212,0.0 -111.918760,33.417412,0.0 -111.918700,33.417570,0.0 -111.918682,33.417713,0.0 -111.918676,33.418284,0.0 -111.918684,33.418406,0.0 -111.918685,33.418878,0.0</coordinates></LineString>",,,,
,173206395,173206395_AB,,,10296,10297,Major arterial,1,0.0007,1,40,900,4,190,12,,,"<LineString><coordinates>-111.911858,33.428789,0.0 -111.915096,33.428779,0.0</coordinates></LineString>","<LineString><coordinates>-111.911858,33.428777,0.0 -111.915096,33.428767,0.0</coordinates></LineString>",,,,
,173206395,173206395_BA,,,10297,10296,Major arterial,1,0.0007,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915096,33.428754,0.0 -111.911858,33.428764,0.0</coordinates></LineString>","<LineString><coordinates>-111.915096,33.428767,0.0 -111.911858,33.428777,0.0</coordinates></LineString>",,,,
,173206406,173206406_AB,,,10297,10298,Major arterial,1,0.00529,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915095,33.428779,0.0 -111.918267,33.428856,0.0</coordinates></LineString>","<LineString><coordinates>-111.915096,33.428767,0.0 -111.918268,33.428843,0.0</coordinates></LineString>",,,,
,173206406,173206406_BA,,,10298,10297,Major arterial,1,0.00529,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918268,33.428831,0.0 -111.915096,33.428754,0.0</coordinates></LineString>","<LineString><coordinates>-111.918268,33.428843,0.0 -111.915096,33.428767,0.0</coordinates></LineString>",,,,
,173206408,173206408_AB,,,10299,10300,Major arterial,1,0.01771,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916591,33.422553,0.0 -111.916603,33.422297,0.0</coordinates></LineString>","<LineString><coordinates>-111.916578,33.422553,0.0 -111.916591,33.422297,0.0</coordinates></LineString>",,,,
,173206408,173206408_BA,,,10300,10299,Major arterial,1,0.01771,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916578,33.422296,0.0 -111.916565,33.422552,0.0</coordinates></LineString>","<LineString><coordinates>-111.916591,33.422297,0.0 -111.916578,33.422553,0.0</coordinates></LineString>",,,,
,173206409,173206409_AB,,,10301,10302,Major arterial,1,0.00406,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918276,33.428960,0.0 -111.915083,33.428901,0.0</coordinates></LineString>","<LineString><coordinates>-111.918276,33.428972,0.0 -111.915082,33.428914,0.0</coordinates></LineString>",,,,
,173206409,173206409_BA,,,10302,10301,Major arterial,1,0.00406,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915082,33.428926,0.0 -111.918276,33.428985,0.0</coordinates></LineString>","<LineString><coordinates>-111.915082,33.428914,0.0 -111.918276,33.428972,0.0</coordinates></LineString>",,,,
,173206411,173206411_AB,,,10302,10296,Major arterial,1,0.00946,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915083,33.428901,0.0 -111.911858,33.428764,0.0</coordinates></LineString>","<LineString><coordinates>-111.915082,33.428914,0.0 -111.911858,33.428777,0.0</coordinates></LineString>",,,,
,173206411,173206411_BA,,,10296,10302,Major arterial,1,0.00946,1,40,900,4,190,12,,,"<LineString><coordinates>-111.911857,33.428789,0.0 -111.915082,33.428926,0.0</coordinates></LineString>","<LineString><coordinates>-111.911858,33.428777,0.0 -111.915082,33.428914,0.0</coordinates></LineString>",,,,
,173206424,173206424_AB,,,10303,10300,Major arterial,1,0.01832,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916402,33.422569,0.0 -111.916601,33.422304,0.0</coordinates></LineString>","<LineString><coordinates>-111.916392,33.422561,0.0 -111.916591,33.422297,0.0</coordinates></LineString>",,,,
,173206424,173206424_BA,,,10300,10303,Major arterial,1,0.01832,1,40,900,4,190,12,,,"<LineString><coordinates>-111.916581,33.422289,0.0 -111.916382,33.422554,0.0</coordinates></LineString>","<LineString><coordinates>-111.916591,33.422297,0.0 -111.916392,33.422561,0.0</coordinates></LineString>",,,,
,173206452,173206452_AB,,,10297,10304,Major arterial,1,0.08921,1,40,900,4,190,12,,,"<LineString><coordinates>-111.915100,33.428755,0.0 -111.912065,33.428640,0.0 -111.912050,33.427457,0.0 -111.911168,33.427465,0.0</coordinates></LineString>","<LineString><coordinates>-111.915096,33.428767,0.0 -111.912061,33.428652,0.0 -111.912046,33.427469,0.0 -111.911164,33.427477,0.0</coordinates></LineString>",,,,
,173206452,173206452_BA,,,10304,10297,Major arterial,1,0.08921,1,40,900,4,190,12,,,"<LineString><coordinates>-111.911161,33.427489,0.0 -111.912042,33.427481,0.0 -111.912057,33.428664,0.0 -111.915092,33.428779,0.0</coordinates></LineString>","<LineString><coordinates>-111.911164,33.427477,0.0 -111.912046,33.427469,0.0 -111.912061,33.428652,0.0 -111.915096,33.428767,0.0</coordinates></LineString>",,,,
,173206454,173206454_AB,,,10305,10306,Major arterial,1,0.01262,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914123,33.425561,0.0 -111.913356,33.425732,0.0 -111.912495,33.425732,0.0 -111.911668,33.425741,0.0 -111.911378,33.425744,0.0</coordinates></LineString>","<LineString><coordinates>-111.914124,33.425574,0.0 -111.913357,33.425745,0.0 -111.912496,33.425745,0.0 -111.911669,33.425753,0.0 -111.911379,33.425756,0.0</coordinates></LineString>",,,,
,173206454,173206454_BA,,,10306,10305,Major arterial,1,0.01262,1,40,900,4,190,12,,,"<LineString><coordinates>-111.911380,33.425769,0.0 -111.911670,33.425766,0.0 -111.912497,33.425757,0.0 -111.913357,33.425757,0.0 -111.914125,33.425587,0.0</coordinates></LineString>","<LineString><coordinates>-111.911379,33.425756,0.0 -111.911669,33.425753,0.0 -111.912496,33.425745,0.0 -111.913357,33.425745,0.0 -111.914124,33.425574,0.0</coordinates></LineString>",,,,
,173206455,173206455_AB,,,10307,10308,Major arterial,1,0.07748,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914143,33.425973,0.0 -111.913296,33.425975,0.0 -111.913278,33.427039,0.0 -111.911879,33.427067,0.0 -111.911163,33.427094,0.0</coordinates></LineString>","<LineString><coordinates>-111.914147,33.425985,0.0 -111.913301,33.425987,0.0 -111.913282,33.427051,0.0 -111.911884,33.427078,0.0 -111.911168,33.427105,0.0</coordinates></LineString>",,,,
